기준년월,관광객유형,제주대분류,제주중분류,업종명,성별,연령대별,카드이용금액,카드이용건수,건당이용금액
Jan-15,내국인 관광객,제주시,이도2동,약국,여,50대,607700,47,12930
Jan-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,30대,332730,26,12797
Jan-15,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,20대,1200090,94,12767
Jan-15,내국인 관광객,제주시,이도2동,스넥,남,20대,3293100,258,12764
Jan-15,내국인 관광객,제주시,삼도2동,스넥,남,40대,382500,30,12750
Jan-15,내국인 관광객,제주시,노형동,약국,남,40대,2710900,213,12727
Jan-15,내국인 관광객,제주시,노형동,슈퍼 마켓,여,20대,3026320,238,12716
Jan-15,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,20대,393620,31,12697
Jan-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,30대,493930,39,12665
Jan-15,내국인 관광객,제주시,이도2동,약국,여,30대,1632950,129,12659
Jan-15,내국인 관광객,제주시,연동,의원,남,40대,441900,35,12626
Jan-15,내국인 관광객,제주시,삼도2동,약국,남,50대,188900,15,12593
Jan-15,내국인 관광객,제주시,이도2동,기타음료식품,남,30대,275720,22,12533
Jan-15,내국인 관광객,제주시,노형동,스넥,여,40대,2451700,196,12509
Jan-15,내국인 관광객,제주시,노형동,스넥,남,50대,2185600,175,12489
Jan-15,내국인 관광객,제주시,삼도2동,약국,여,40대,273400,22,12427
Jan-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,30대,642050,52,12347
Jan-15,내국인 관광객,서귀포시,대륜동,약국,남,40대,699800,57,12277
Jan-15,내국인 관광객,서귀포시,성산읍,의원,여,30대,232900,19,12258
Jan-15,내국인 관광객,제주시,이도2동,스넥,여,40대,2193900,179,12256
Jan-15,내국인 관광객,서귀포시,예래동,스넥,여,20대,1492710,122,12235
Jan-15,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,30대,498520,41,12159
Jan-15,내국인 관광객,서귀포시,성산읍,약국,여,50대,218400,18,12133
Jan-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,50대,315080,26,12118
Jan-15,내국인 관광객,제주시,이도2동,기타음료식품,여,30대,337500,28,12054
Jan-15,내국인 관광객,서귀포시,대륜동,약국,여,40대,525399,44,11941
Jan-15,내국인 관광객,서귀포시,성산읍,약국,남,50대,393080,33,11912
Jan-15,내국인 관광객,제주시,연동,슈퍼 마켓,남,20대,4715620,397,11878
Jan-15,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,20대,1849060,156,11853
Jan-15,내국인 관광객,제주시,삼도2동,스넥,남,20대,200800,17,11812
Jan-15,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,20대,814730,69,11808
Jan-15,내국인 관광객,제주시,연동,약국,여,50대,765330,65,11774
Jan-15,내국인 관광객,서귀포시,남원읍,스넥,여,30대,2681000,229,11707
Jan-15,내국인 관광객,제주시,노형동,스넥,여,50대,900700,77,11697
Jan-15,내국인 관광객,서귀포시,성산읍,약국,여,40대,371720,32,11616
Jan-15,내국인 관광객,제주시,노형동,스넥,남,20대,3939050,340,11585
Jan-15,내국인 관광객,서귀포시,남원읍,기타음료식품,여,20대,139000,12,11583
Jan-15,내국인 관광객,제주시,삼도2동,스넥,여,40대,358800,31,11574
Jan-15,내국인 관광객,서귀포시,남원읍,스넥,남,20대,1570500,136,11548
Jan-15,내국인 관광객,서귀포시,성산읍,의원,여,40대,242300,21,11538
Jan-15,내국인 관광객,서귀포시,남원읍,의원,여,40대,115200,10,11520
Jan-15,내국인 관광객,제주시,노형동,약국,남,30대,2037180,177,11509
Jan-15,내국인 관광객,서귀포시,대륜동,약국,남,50대,321500,28,11482
Jan-15,내국인 관광객,제주시,이도2동,스넥,남,30대,3892650,340,11449
Jan-15,내국인 관광객,제주시,노형동,스넥,남,30대,5782460,507,11405
Jan-15,내국인 관광객,제주시,노형동,기타음료식품,남,30대,455510,40,11388
Jan-15,내국인 관광객,제주시,노형동,스넥,남,40대,4175250,367,11377
Jan-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,20대,260370,23,11320
Jan-15,내국인 관광객,서귀포시,남원읍,스넥,남,30대,2065500,183,11287
Jan-15,내국인 관광객,서귀포시,성산읍,의원,남,40대,248200,22,11282
Jan-15,내국인 관광객,제주시,노형동,약국,여,40대,1712290,152,11265
Jan-15,내국인 관광객,서귀포시,남원읍,기타음료식품,남,20대,156500,14,11179
Jan-15,내국인 관광객,제주시,연동,기타음료식품,여,40대,154400,14,11029
Jan-15,내국인 관광객,서귀포시,남원읍,의원,여,30대,108000,10,10800
Jan-15,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,20대,3145040,292,10771
Jan-15,내국인 관광객,서귀포시,남원읍,스넥,여,20대,1742000,162,10753
Jan-15,내국인 관광객,서귀포시,대륜동,약국,여,50대,138500,13,10654
Jan-15,내국인 관광객,제주시,이도2동,스넥,여,30대,3545200,333,10646
Jan-15,내국인 관광객,제주시,연동,약국,여,30대,2098320,198,10598
Jan-15,내국인 관광객,제주시,이도2동,기타음료식품,남,40대,156530,15,10435
Jan-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,20대,166610,16,10413
Jan-15,내국인 관광객,제주시,노형동,스넥,여,30대,3720070,360,10334
Jan-15,내국인 관광객,제주시,삼도2동,약국,여,20대,164090,16,10256
Jan-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,30대,793910,78,10178
Jan-15,내국인 관광객,제주시,연동,의원,남,20대,251900,25,10076
Jan-15,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,20대,170580,17,10034
Jan-15,내국인 관광객,제주시,노형동,약국,여,30대,2714210,271,10016
Jan-15,내국인 관광객,제주시,이도2동,스넥,여,20대,3660300,366,10001
Jan-15,내국인 관광객,제주시,삼도2동,스넥,남,50대,160000,16,10000
Jan-15,내국인 관광객,제주시,노형동,기타음료식품,여,30대,109180,11,9925
Jan-15,내국인 관광객,제주시,삼도2동,스넥,여,50대,156700,16,9794
Jan-15,내국인 관광객,제주시,용담2동,약국,남,50대,459000,47,9766
Jan-15,내국인 관광객,제주시,삼도2동,스넥,여,20대,116800,12,9733
Jan-15,내국인 관광객,제주시,노형동,스넥,여,20대,3387730,350,9679
Jan-15,내국인 관광객,제주시,연동,약국,여,20대,1170380,121,9673
Jan-15,내국인 관광객,제주시,삼도2동,스넥,남,30대,153500,16,9594
Jan-15,내국인 관광객,서귀포시,성산읍,약국,여,30대,335070,35,9573
Jan-15,내국인 관광객,제주시,이도2동,스넥,여,50대,668100,70,9544
Jan-15,내국인 관광객,제주시,연동,약국,남,20대,684670,72,9509
Jan-15,내국인 관광객,제주시,용담2동,스넥,남,40대,2207050,233,9472
Jan-15,내국인 관광객,제주시,애월읍,약국,여,40대,179100,19,9426
Jan-15,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,20대,206750,22,9398
Jan-15,내국인 관광객,제주시,이도2동,기타음료식품,남,20대,121600,13,9354
Jan-15,내국인 관광객,서귀포시,성산읍,의원,여,20대,130400,14,9314
Jan-15,내국인 관광객,제주시,노형동,기타음료식품,여,20대,204830,22,9310
Jan-15,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,20대,194400,21,9257
Jan-15,내국인 관광객,제주시,용담2동,의원,여,40대,91800,10,9180
Jan-15,내국인 관광객,서귀포시,남원읍,기타음료식품,남,30대,190700,21,9081
Jan-15,내국인 관광객,제주시,애월읍,약국,남,30대,199370,22,9062
Jan-15,내국인 관광객,제주시,용담2동,스넥,남,30대,1900930,210,9052
Jan-15,내국인 관광객,제주시,용담2동,스넥,여,40대,2158030,239,9029
Jan-15,내국인 관광객,서귀포시,대륜동,약국,여,30대,360100,40,9003
Jan-15,내국인 관광객,제주시,삼도2동,약국,남,30대,214300,24,8929
Jan-15,내국인 관광객,제주시,용담2동,스넥,남,50대,1121750,127,8833
Jan-15,내국인 관광객,제주시,노형동,약국,여,20대,1230990,140,8793
Jan-15,내국인 관광객,제주시,용담2동,약국,여,30대,962970,111,8675
Jan-15,내국인 관광객,제주시,용담2동,약국,남,40대,699500,81,8636
Jan-15,내국인 관광객,제주시,용담2동,스넥,남,20대,1107530,129,8586
Jan-15,내국인 관광객,제주시,노형동,약국,남,20대,446000,52,8577
Jan-15,내국인 관광객,제주시,용담2동,기타음료식품,남,30대,111500,13,8577
Jan-15,내국인 관광객,제주시,용담2동,약국,여,50대,373700,44,8493
Jan-15,내국인 관광객,제주시,연동,기타음료식품,여,20대,228900,27,8478
Jan-15,내국인 관광객,제주시,용담2동,스넥,여,50대,802360,95,8446
Jan-15,내국인 관광객,제주시,용담2동,약국,남,30대,763200,91,8387
Jan-15,내국인 관광객,서귀포시,대륜동,약국,남,20대,149100,18,8283
Jan-15,내국인 관광객,제주시,용담2동,스넥,여,30대,2120130,258,8218
Jan-15,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,20대,361470,44,8215
Jan-15,내국인 관광객,제주시,용담2동,약국,남,20대,388100,48,8085
Jan-15,내국인 관광객,서귀포시,대륜동,약국,남,30대,296400,37,8011
Jan-15,내국인 관광객,서귀포시,남원읍,기타음료식품,여,50대,79000,10,7900
Jan-15,내국인 관광객,제주시,삼도2동,약국,여,50대,132900,17,7818
Jan-15,내국인 관광객,제주시,용담2동,약국,여,40대,490300,63,7783
Jan-15,내국인 관광객,제주시,삼도2동,약국,남,40대,159400,21,7590
Jan-15,내국인 관광객,제주시,삼도2동,의원,남,40대,90100,12,7508
Jan-15,내국인 관광객,제주시,용담2동,약국,여,20대,531090,72,7376
Jan-15,내국인 관광객,제주시,이도2동,약국,남,20대,367950,50,7359
Jan-15,내국인 관광객,제주시,용담2동,스넥,여,20대,1346070,184,7316
Jan-15,내국인 관광객,서귀포시,성산읍,기타음료식품,남,20대,115900,16,7244
Jan-15,내국인 관광객,서귀포시,대륜동,약국,여,20대,171000,24,7125
Jan-15,내국인 관광객,제주시,이도2동,약국,여,20대,516700,74,6982
Jan-15,내국인 관광객,제주시,삼도2동,스넥,여,30대,118200,18,6567
Jan-15,내국인 관광객,제주시,삼도2동,약국,여,30대,149200,23,6487
Jan-15,내국인 관광객,서귀포시,성산읍,약국,남,30대,219300,34,6450
Jan-15,내국인 관광객,서귀포시,성산읍,약국,남,40대,175480,28,6267
Jan-15,내국인 관광객,제주시,애월읍,약국,여,30대,89300,15,5953
Jan-15,내국인 관광객,제주시,삼도2동,의원,남,50대,65800,12,5483
Jan-15,내국인 관광객,서귀포시,성산읍,약국,여,20대,161300,31,5203
Jan-15,내국인 관광객,서귀포시,성산읍,약국,남,20대,78720,16,4920
Feb-15,내국인 관광객,제주시,노형동,스포츠레져용품,남,40대,4204600,20,210230
Feb-15,내국인 관광객,제주시,이도2동,스포츠레져용품,남,40대,4613300,24,192221
Feb-15,내국인 관광객,제주시,노형동,정장(여성),여,40대,4396100,23,191135
Feb-15,내국인 관광객,제주시,노형동,스포츠레져용품,남,50대,1662200,10,166220
Feb-15,내국인 관광객,제주시,연동,정장(여성),남,50대,1970300,12,164192
Feb-15,내국인 관광객,서귀포시,대륜동,농축수산품,남,50대,10274500,64,160539
Feb-15,내국인 관광객,서귀포시,대륜동,농축수산품,여,50대,10097000,66,152985
Feb-15,내국인 관광객,제주시,삼도2동,농축수산품,남,50대,2285100,15,152340
Feb-15,내국인 관광객,서귀포시,대륜동,농축수산품,여,40대,6918000,46,150391
Feb-15,내국인 관광객,서귀포시,대륜동,농축수산품,남,40대,9310800,64,145481
Feb-15,내국인 관광객,제주시,연동,농축수산품,남,40대,6457400,49,131784
Feb-15,내국인 관광객,제주시,연동,스포츠레져용품,여,50대,9534300,75,127124
Feb-15,내국인 관광객,서귀포시,남원읍,농축수산품,남,50대,7939300,63,126021
Feb-15,내국인 관광객,제주시,이도2동,기타음료식품,여,40대,1604600,13,123431
Feb-15,내국인 관광객,제주시,노형동,농축수산품,남,50대,5139800,46,111735
Feb-15,내국인 관광객,제주시,연동,안경,남,50대,1110000,10,111000
Feb-15,내국인 관광객,서귀포시,대륜동,농축수산품,남,30대,5213000,48,108604
Feb-15,내국인 관광객,제주시,연동,정장(여성),남,30대,1932700,18,107372
Feb-15,내국인 관광객,제주시,연동,스포츠레져용품,여,30대,8655910,81,106863
Feb-15,내국인 관광객,제주시,연동,정장(여성),남,40대,1152100,11,104736
Feb-15,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,40대,4065500,39,104244
Feb-15,내국인 관광객,제주시,연동,스포츠레져용품,여,40대,7592100,73,104001
Feb-15,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,20대,2680200,26,103085
Feb-15,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,50대,2437490,24,101562
Feb-15,내국인 관광객,제주시,연동,스포츠레져용품,남,50대,8184900,81,101048
Feb-15,내국인 관광객,제주시,노형동,안경,여,40대,1075000,11,97727
Feb-15,내국인 관광객,서귀포시,예래동,농축수산품,남,50대,4695000,49,95816
Feb-15,내국인 관광객,제주시,노형동,농축수산품,여,50대,3769100,40,94228
Feb-15,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,30대,3366200,36,93506
Feb-15,내국인 관광객,서귀포시,예래동,농축수산품,남,30대,6293600,69,91212
Feb-15,내국인 관광객,제주시,연동,스포츠레져용품,남,40대,11656200,129,90358
Feb-15,내국인 관광객,서귀포시,성산읍,농축수산품,남,50대,14310000,164,87256
Feb-15,내국인 관광객,제주시,이도2동,정장(여성),여,40대,958380,11,87125
Feb-15,내국인 관광객,제주시,삼도2동,정장(여성),여,30대,3021200,36,83922
Feb-15,내국인 관광객,제주시,연동,정장(여성),남,20대,1591500,19,83763
Feb-15,내국인 관광객,제주시,이도2동,정장(여성),여,30대,2001200,24,83383
Feb-15,내국인 관광객,제주시,노형동,농축수산품,남,40대,3665660,44,83310
Feb-15,내국인 관광객,제주시,용담2동,농축수산품,남,50대,25112580,302,83154
Feb-15,내국인 관광객,제주시,이도2동,농축수산품,남,50대,12350770,149,82891
Feb-15,내국인 관광객,제주시,연동,정장(여성),여,40대,2748400,34,80835
Feb-15,내국인 관광객,제주시,노형동,안경,남,30대,876000,11,79636
Feb-15,내국인 관광객,서귀포시,예래동,농축수산품,남,40대,5007700,63,79487
Feb-15,내국인 관광객,제주시,연동,농축수산품,여,50대,1955500,25,78220
Feb-15,내국인 관광객,제주시,연동,농축수산품,여,20대,1702500,22,77386
Feb-15,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,30대,2619200,34,77035
Feb-15,내국인 관광객,제주시,연동,스포츠레져용품,남,30대,9085920,118,76999
Feb-15,내국인 관광객,제주시,연동,스포츠레져용품,남,20대,7575240,99,76518
Feb-15,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,40대,2218000,29,76483
Feb-15,내국인 관광객,제주시,연동,정장(여성),여,30대,2874800,38,75653
Feb-15,내국인 관광객,제주시,연동,정장(여성),여,20대,3175600,42,75610
Feb-15,내국인 관광객,제주시,연동,악세 사리,여,30대,1198300,16,74894
Feb-15,내국인 관광객,서귀포시,남원읍,농축수산품,남,40대,11748300,160,73427
Feb-15,내국인 관광객,제주시,용담2동,농축수산품,남,40대,17165390,236,72735
Feb-15,내국인 관광객,제주시,연동,농축수산품,남,50대,3489100,48,72690
Feb-15,내국인 관광객,서귀포시,남원읍,농축수산품,여,50대,2397200,33,72642
Feb-15,내국인 관광객,서귀포시,예래동,농축수산품,여,40대,2657700,37,71830
Feb-15,내국인 관광객,서귀포시,예래동,농축수산품,여,30대,3789300,53,71496
Feb-15,내국인 관광객,서귀포시,남원읍,농축수산품,여,40대,4980700,70,71153
Feb-15,내국인 관광객,제주시,연동,안경,남,30대,993000,14,70929
Feb-15,내국인 관광객,서귀포시,성산읍,농축수산품,남,40대,13586500,192,70763
Feb-15,내국인 관광객,제주시,삼도2동,농축수산품,남,40대,1196750,17,70397
Feb-15,내국인 관광객,서귀포시,대륜동,농축수산품,여,30대,2633800,38,69311
Feb-15,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,50대,758300,11,68936
Feb-15,내국인 관광객,제주시,삼도2동,정장(여성),여,50대,685600,10,68560
